Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
SAMARTH,Dark (Trailer),Netflix Opera Other,2022-01-22 01:43:47,CA,"[{""eventType"":""start"",""sessionOffsetMs"":22,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":4536,""mediaOffsetMs"":1}]"
SAMARTH,Season 1 Main Character Intro Clip: Archive 81,Netflix Opera Other,2022-01-22 01:43:46,CA,"[{""eventType"":""start"",""sessionOffsetMs"":16,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":2964,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":3556,""mediaOffsetMs"":135}]"
SAMARTH,Dark (Trailer),Netflix Opera Other,2022-01-22 01:41:21,CA,"[{""eventType"":""start"",""sessionOffsetMs"":10,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":2225,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":2554,""mediaOffsetMs"":197}]"
SAMARTH,Main Character Intro Clip: Munich - The Edge of War,Netflix Opera Other,2022-01-22 01:23:47,CA,"[{""eventType"":""start"",""sessionOffsetMs"":12,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":2722,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":9722,""mediaOffsetMs"":7001}]"
SAMARTH,"Archive 81: Season 1: ""The Circle""",Netflix Opera Other,2022-01-22 00:16:07,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":2373,""mediaOffsetMs"":1},{""eventType"":""paused"",""sessionOffsetMs"":1132326,""mediaOffsetMs"":1130000},{""eventType"":""reposition"",""sessionOffsetMs"":1132327,""mediaOffsetMs"":1118924},{""eventType"":""playing"",""sessionOffsetMs"":1132800,""mediaOffsetMs"":1118924},{""eventType"":""paused"",""sessionOffsetMs"":1394845,""mediaOffsetMs"":1380612},{""eventType"":""playing"",""sessionOffsetMs"":1396861,""mediaOffsetMs"":1380905},{""eventType"":""paused"",""sessionOffsetMs"":1469296,""mediaOffsetMs"":1453164},{""eventType"":""playing"",""sessionOffsetMs"":1490039,""mediaOffsetMs"":1453336},{""eventType"":""paused"",""sessionOffsetMs"":1876511,""mediaOffsetMs"":1839298},{""eventType"":""playing"",""sessionOffsetMs"":1906070,""mediaOffsetMs"":1839504},{""eventType"":""paused"",""sessionOffsetMs"":1948941,""mediaOffsetMs"":1881805},{""eventType"":""playing"",""sessionOffsetMs"":2060630,""mediaOffsetMs"":1881923},{""eventType"":""paused"",""sessionOffsetMs"":2903775,""mediaOffsetMs"":2724795},{""eventType"":""playing"",""sessionOffsetMs"":3608960,""mediaOffsetMs"":2724936},{""eventType"":""paused"",""sessionOffsetMs"":3877949,""mediaOffsetMs"":2992955},{""eventType"":""playing"",""sessionOffsetMs"":3878720,""mediaOffsetMs"":2993186},{""eventType"":""paused"",""sessionOffsetMs"":4039669,""mediaOffsetMs"":3154000},{""eventType"":""reposition"",""sessionOffsetMs"":4039670,""mediaOffsetMs"":3143953},{""eventType"":""playing"",""sessionOffsetMs"":4040160,""mediaOffsetMs"":3143953},{""eventType"":""stopped"",""sessionOffsetMs"":4059137,""mediaOffsetMs"":3162647}]"
SAMARTH,Season 1 Main Character Intro Clip: Archive 81,Netflix Opera Other,2022-01-22 00:16:05,CA,"[{""eventType"":""start"",""sessionOffsetMs"":72,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":2951,""mediaOffsetMs"":1}]"
SAMARTH,Main Character Intro Clip: Munich - The Edge of War,Netflix Opera Other,2022-01-22 00:16:00,CA,"[{""eventType"":""start"",""sessionOffsetMs"":56,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":944,""mediaOffsetMs"":1},{""eventType"":""paused"",""sessionOffsetMs"":2466,""mediaOffsetMs"":1188},{""eventType"":""playing"",""sessionOffsetMs"":5153,""mediaOffsetMs"":1490},{""eventType"":""stopped"",""sessionOffsetMs"":5322,""mediaOffsetMs"":1572}]"
SAMARTH,Main Character Intro Clip: Munich - The Edge of War,Netflix Opera Other,2022-01-21 23:24:41,CA,"[{""eventType"":""start"",""sessionOffsetMs"":24,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":2765,""mediaOffsetMs"":1},{""eventType"":""paused"",""sessionOffsetMs"":3964,""mediaOffsetMs"":948},{""eventType"":""playing"",""sessionOffsetMs"":3965,""mediaOffsetMs"":948},{""eventType"":""stopped"",""sessionOffsetMs"":4765,""mediaOffsetMs"":1749}]"
SAMARTH,"Archive 81: Season 1: ""Through the Looking Glass""",Netflix Opera Other,2022-01-21 22:16:55,CA,"[{""eventType"":""start"",""sessionOffsetMs"":336158,""mediaOffsetMs"":5986},{""eventType"":""playing"",""sessionOffsetMs"":336203,""mediaOffsetMs"":5986},{""eventType"":""playing"",""sessionOffsetMs"":356184,""mediaOffsetMs"":25525},{""eventType"":""paused"",""sessionOffsetMs"":401499,""mediaOffsetMs"":71000},{""eventType"":""reposition"",""sessionOffsetMs"":401500,""mediaOffsetMs"":95055},{""eventType"":""playing"",""sessionOffsetMs"":401541,""mediaOffsetMs"":95055},{""eventType"":""paused"",""sessionOffsetMs"":444421,""mediaOffsetMs"":137749},{""eventType"":""playing"",""sessionOffsetMs"":478752,""mediaOffsetMs"":137869},{""eventType"":""paused"",""sessionOffsetMs"":2185826,""mediaOffsetMs"":1842789},{""eventType"":""playing"",""sessionOffsetMs"":2562295,""mediaOffsetMs"":1842861},{""eventType"":""paused"",""sessionOffsetMs"":2567966,""mediaOffsetMs"":1847909},{""eventType"":""playing"",""sessionOffsetMs"":2587067,""mediaOffsetMs"":1848059},{""eventType"":""paused"",""sessionOffsetMs"":2591452,""mediaOffsetMs"":1851609},{""eventType"":""playing"",""sessionOffsetMs"":2923200,""mediaOffsetMs"":1851736},{""eventType"":""paused"",""sessionOffsetMs"":2924501,""mediaOffsetMs"":1852608},{""eventType"":""playing"",""sessionOffsetMs"":3207894,""mediaOffsetMs"":1852653},{""eventType"":""paused"",""sessionOffsetMs"":3790965,""mediaOffsetMs"":2435000},{""eventType"":""reposition"",""sessionOffsetMs"":3790966,""mediaOffsetMs"":2425154},{""eventType"":""playing"",""sessionOffsetMs"":3791388,""mediaOffsetMs"":2425154},{""eventType"":""paused"",""sessionOffsetMs"":4144610,""mediaOffsetMs"":2778096},{""eventType"":""playing"",""sessionOffsetMs"":4144839,""mediaOffsetMs"":2778310},{""eventType"":""paused"",""sessionOffsetMs"":4160495,""mediaOffsetMs"":2793803},{""eventType"":""playing"",""sessionOffsetMs"":4226157,""mediaOffsetMs"":2793954},{""eventType"":""paused"",""sessionOffsetMs"":4375005,""mediaOffsetMs"":2942000},{""eventType"":""reposition"",""sessionOffsetMs"":4375006,""mediaOffsetMs"":2932285},{""eventType"":""playing"",""sessionOffsetMs"":4375494,""mediaOffsetMs"":2932285},{""eventType"":""stopped"",""sessionOffsetMs"":4396994,""mediaOffsetMs"":2953475}]"
SAMARTH,"Archive 81: Season 1: ""Spirit Receivers""",Netflix Opera Other,2022-01-21 20:40:56,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":581371},{""eventType"":""playing"",""sessionOffsetMs"":3858,""mediaOffsetMs"":581371},{""eventType"":""playing"",""sessionOffsetMs"":13360,""mediaOffsetMs"":590798},{""eventType"":""playing"",""sessionOffsetMs"":32119,""mediaOffsetMs"":609400},{""eventType"":""paused"",""sessionOffsetMs"":109024,""mediaOffsetMs"":686310},{""eventType"":""playing"",""sessionOffsetMs"":121936,""mediaOffsetMs"":686479},{""eventType"":""paused"",""sessionOffsetMs"":355806,""mediaOffsetMs"":920250},{""eventType"":""playing"",""sessionOffsetMs"":356845,""mediaOffsetMs"":920361},{""eventType"":""paused"",""sessionOffsetMs"":829667,""mediaOffsetMs"":1393122},{""eventType"":""playing"",""sessionOffsetMs"":843976,""mediaOffsetMs"":1393182},{""eventType"":""paused"",""sessionOffsetMs"":1317566,""mediaOffsetMs"":1867000},{""eventType"":""reposition"",""sessionOffsetMs"":1317567,""mediaOffsetMs"":1856537},{""eventType"":""playing"",""sessionOffsetMs"":1317624,""mediaOffsetMs"":1856537},{""eventType"":""paused"",""sessionOffsetMs"":1318500,""mediaOffsetMs"":1857000},{""eventType"":""reposition"",""sessionOffsetMs"":1318501,""mediaOffsetMs"":1846742},{""eventType"":""paused"",""sessionOffsetMs"":1318551,""mediaOffsetMs"":1846742},{""eventType"":""reposition"",""sessionOffsetMs"":1318552,""mediaOffsetMs"":1846742},{""eventType"":""playing"",""sessionOffsetMs"":1319711,""mediaOffsetMs"":1846742},{""eventType"":""paused"",""sessionOffsetMs"":1321021,""mediaOffsetMs"":1848000},{""eventType"":""reposition"",""sessionOffsetMs"":1321022,""mediaOffsetMs"":1837921},{""eventType"":""paused"",""sessionOffsetMs"":1321866,""mediaOffsetMs"":1827922},{""eventType"":""reposition"",""sessionOffsetMs"":1321868,""mediaOffsetMs"":1827922},{""eventType"":""playing"",""sessionOffsetMs"":1323608,""mediaOffsetMs"":1827922},{""eventType"":""paused"",""sessionOffsetMs"":1326561,""mediaOffsetMs"":1831000},{""eventType"":""reposition"",""sessionOffsetMs"":1326562,""mediaOffsetMs"":1840367},{""eventType"":""playing"",""sessionOffsetMs"":1326724,""mediaOffsetMs"":1840367},{""eventType"":""paused"",""sessionOffsetMs"":1327269,""mediaOffsetMs"":1841000},{""eventType"":""reposition"",""sessionOffsetMs"":1327270,""mediaOffsetMs"":1850369},{""eventType"":""playing"",""sessionOffsetMs"":1327587,""mediaOffsetMs"":1850369},{""eventType"":""paused"",""sessionOffsetMs"":1552748,""mediaOffsetMs"":2075305},{""eventType"":""playing"",""sessionOffsetMs"":1802820,""mediaOffsetMs"":2075461},{""eventType"":""paused"",""sessionOffsetMs"":1851519,""mediaOffsetMs"":2123509},{""eventType"":""playing"",""sessionOffsetMs"":3319767,""mediaOffsetMs"":2123695},{""eventType"":""paused"",""sessionOffsetMs"":3385883,""mediaOffsetMs"":2189195},{""eventType"":""playing"",""sessionOffsetMs"":3844646,""mediaOffsetMs"":2189296},{""eventType"":""paused"",""sessionOffsetMs"":3845197,""mediaOffsetMs"":2189296},{""eventType"":""playing"",""sessionOffsetMs"":4543249,""mediaOffsetMs"":2189296},{""eventType"":""paused"",""sessionOffsetMs"":5484417,""mediaOffsetMs"":3129213},{""eventType"":""playing"",""sessionOffsetMs"":5499688,""mediaOffsetMs"":3129371},{""eventType"":""paused"",""sessionOffsetMs"":5513730,""mediaOffsetMs"":3142771},{""eventType"":""playing"",""sessionOffsetMs"":5651410,""mediaOffsetMs"":3142806},{""eventType"":""stopped"",""sessionOffsetMs"":5762869,""mediaOffsetMs"":3253824}]"
SAMARTH,"Archive 81: Season 1: ""Spirit Receivers""",Netflix Opera Other,2022-01-21 19:20:36,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":1850,""mediaOffsetMs"":1},{""eventType"":""paused"",""sessionOffsetMs"":23916,""mediaOffsetMs"":21793},{""eventType"":""playing"",""sessionOffsetMs"":733275,""mediaOffsetMs"":22012},{""eventType"":""paused"",""sessionOffsetMs"":743041,""mediaOffsetMs"":31245},{""eventType"":""playing"",""sessionOffsetMs"":744190,""mediaOffsetMs"":31434},{""eventType"":""paused"",""sessionOffsetMs"":883048,""mediaOffsetMs"":170000},{""eventType"":""reposition"",""sessionOffsetMs"":883049,""mediaOffsetMs"":159930},{""eventType"":""playing"",""sessionOffsetMs"":883188,""mediaOffsetMs"":159930},{""eventType"":""paused"",""sessionOffsetMs"":1304678,""mediaOffsetMs"":581129},{""eventType"":""stopped"",""sessionOffsetMs"":3105570,""mediaOffsetMs"":581370}]"
SAMARTH,Season 1 Main Character Intro Clip: Archive 81,Netflix Opera Other,2022-01-21 19:20:34,CA,"[{""eventType"":""start"",""sessionOffsetMs"":32,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2289,""mediaOffsetMs"":0}]"
SAMARTH,Vikings: Season 1_hook_primary_16x9,Netflix Opera Other,2022-01-21 19:20:25,CA,"[{""eventType"":""start"",""sessionOffsetMs"":57,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":2464,""mediaOffsetMs"":1},{""eventType"":""paused"",""sessionOffsetMs"":7728,""mediaOffsetMs"":5192},{""eventType"":""stopped"",""sessionOffsetMs"":11258,""mediaOffsetMs"":5253}]"
SAMARTH,Season 1 Main Character Intro Clip: Archive 81,Netflix Opera Other,2022-01-21 19:04:59,CA,"[{""eventType"":""start"",""sessionOffsetMs"":32,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":1413,""mediaOffsetMs"":1}]"
SAMARTH,Vikings: Season 1_hook_primary_16x9,Netflix Opera Other,2022-01-21 19:04:53,CA,"[{""eventType"":""start"",""sessionOffsetMs"":33,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":2389,""mediaOffsetMs"":1},{""eventType"":""paused"",""sessionOffsetMs"":7147,""mediaOffsetMs"":4622},{""eventType"":""playing"",""sessionOffsetMs"":8584,""mediaOffsetMs"":4709},{""eventType"":""stopped"",""sessionOffsetMs"":9826,""mediaOffsetMs"":5951}]"
SAMARTH,"Archive 81: Season 1: ""Terror in the Aisles""",Netflix Opera Other,2022-01-21 18:21:12,CA,"[{""eventType"":""start"",""sessionOffsetMs"":176659,""mediaOffsetMs"":5986},{""eventType"":""playing"",""sessionOffsetMs"":176717,""mediaOffsetMs"":5986},{""eventType"":""paused"",""sessionOffsetMs"":690557,""mediaOffsetMs"":519595},{""eventType"":""playing"",""sessionOffsetMs"":712566,""mediaOffsetMs"":519664},{""eventType"":""paused"",""sessionOffsetMs"":1172829,""mediaOffsetMs"":979442},{""eventType"":""playing"",""sessionOffsetMs"":1179074,""mediaOffsetMs"":979690},{""eventType"":""paused"",""sessionOffsetMs"":1457098,""mediaOffsetMs"":1257429},{""eventType"":""playing"",""sessionOffsetMs"":1459007,""mediaOffsetMs"":1257701},{""eventType"":""paused"",""sessionOffsetMs"":1782207,""mediaOffsetMs"":1580712},{""eventType"":""playing"",""sessionOffsetMs"":1821229,""mediaOffsetMs"":1580908},{""eventType"":""paused"",""sessionOffsetMs"":2156595,""mediaOffsetMs"":1915722},{""eventType"":""playing"",""sessionOffsetMs"":2158390,""mediaOffsetMs"":1915833},{""eventType"":""stopped"",""sessionOffsetMs"":2793714,""mediaOffsetMs"":2551085}]"
SAMARTH,"Archive 81: Season 1: ""Wellspring""",Netflix Opera Other,2022-01-21 17:07:19,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":84001},{""eventType"":""playing"",""sessionOffsetMs"":1751,""mediaOffsetMs"":84001},{""eventType"":""paused"",""sessionOffsetMs"":5421,""mediaOffsetMs"":87438},{""eventType"":""playing"",""sessionOffsetMs"":145871,""mediaOffsetMs"":87611},{""eventType"":""paused"",""sessionOffsetMs"":245955,""mediaOffsetMs"":187000},{""eventType"":""reposition"",""sessionOffsetMs"":245956,""mediaOffsetMs"":176330},{""eventType"":""playing"",""sessionOffsetMs"":246127,""mediaOffsetMs"":176330},{""eventType"":""paused"",""sessionOffsetMs"":254674,""mediaOffsetMs"":184528},{""eventType"":""playing"",""sessionOffsetMs"":255796,""mediaOffsetMs"":184813},{""eventType"":""paused"",""sessionOffsetMs"":1218049,""mediaOffsetMs"":1146828},{""eventType"":""playing"",""sessionOffsetMs"":1237631,""mediaOffsetMs"":1147071},{""eventType"":""paused"",""sessionOffsetMs"":1374470,""mediaOffsetMs"":1283000},{""eventType"":""reposition"",""sessionOffsetMs"":1374471,""mediaOffsetMs"":1273158},{""eventType"":""playing"",""sessionOffsetMs"":1375092,""mediaOffsetMs"":1273158},{""eventType"":""paused"",""sessionOffsetMs"":1628234,""mediaOffsetMs"":1526115},{""eventType"":""playing"",""sessionOffsetMs"":1640110,""mediaOffsetMs"":1526252},{""eventType"":""paused"",""sessionOffsetMs"":1675937,""mediaOffsetMs"":1562028},{""eventType"":""playing"",""sessionOffsetMs"":1676223,""mediaOffsetMs"":1562098},{""eventType"":""paused"",""sessionOffsetMs"":2055921,""mediaOffsetMs"":1941598},{""eventType"":""playing"",""sessionOffsetMs"":2057776,""mediaOffsetMs"":1941783},{""eventType"":""paused"",""sessionOffsetMs"":2674878,""mediaOffsetMs"":2558799},{""eventType"":""playing"",""sessionOffsetMs"":2676731,""mediaOffsetMs"":2558899},{""eventType"":""paused"",""sessionOffsetMs"":2689073,""mediaOffsetMs"":2571169},{""eventType"":""playing"",""sessionOffsetMs"":2697949,""mediaOffsetMs"":2571254},{""eventType"":""paused"",""sessionOffsetMs"":2858681,""mediaOffsetMs"":2732000},{""eventType"":""reposition"",""sessionOffsetMs"":2858682,""mediaOffsetMs"":2741509},{""eventType"":""playing"",""sessionOffsetMs"":2859349,""mediaOffsetMs"":2741509},{""eventType"":""paused"",""sessionOffsetMs"":3079718,""mediaOffsetMs"":2961710},{""eventType"":""playing"",""sessionOffsetMs"":4151311,""mediaOffsetMs"":2961810},{""eventType"":""stopped"",""sessionOffsetMs"":4435043,""mediaOffsetMs"":3244700}]"
SAMARTH,Kabir Singh_hook_primary_16x9,Netflix Opera Other,2022-01-21 17:07:17,CA,"[{""eventType"":""start"",""sessionOffsetMs"":17,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":12156,""mediaOffsetMs"":1}]"
SAMARTH,Season 1 Main Character Intro Clip: Archive 81,Netflix Opera Other,2022-01-21 17:07:13,CA,"[{""eventType"":""start"",""sessionOffsetMs"":4,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":2796,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":6419,""mediaOffsetMs"":3437}]"
SAMARTH,Season 1 Main Character Intro Clip: Archive 81,Netflix Opera Other,2022-01-21 17:07:09,CA,"[{""eventType"":""start"",""sessionOffsetMs"":12,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":717,""mediaOffsetMs"":1}]"
SAMARTH,Kabir Singh_hook_primary_16x9,Netflix Opera Other,2022-01-21 17:04:37,CA,"[{""eventType"":""start"",""sessionOffsetMs"":11,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":12676,""mediaOffsetMs"":1}]"
SAMARTH,Season 1 Trailer 3: The Witcher,Netflix Opera Other,2022-01-21 17:04:28,CA,"[{""eventType"":""start"",""sessionOffsetMs"":10,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":1210,""mediaOffsetMs"":1}]"
SAMARTH,"The Witcher: Season 2: ""A Grain of Truth""",Netflix Opera Other,2022-01-21 17:04:22,CA,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":928,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":2789,""mediaOffsetMs"":1719}]"
SAMARTH,Kabir Singh_hook_primary_16x9,Netflix Opera Other,2022-01-21 17:04:21,CA,"[{""eventType"":""start"",""sessionOffsetMs"":12,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":26938,""mediaOffsetMs"":1}]"
SAMARTH,Season 1 Trailer 3: The Witcher,Netflix Opera Other,2022-01-21 17:04:21,CA,"[{""eventType"":""start"",""sessionOffsetMs"":21,""mediaOffsetMs"":3941},{""eventType"":""stopped"",""sessionOffsetMs"":1202,""mediaOffsetMs"":3941}]"
SAMARTH,Season 1 Trailer 3: The Witcher,Netflix Opera Other,2022-01-21 17:04:14,CA,"[{""eventType"":""start"",""sessionOffsetMs"":19,""mediaOffsetMs"":2},{""eventType"":""playing"",""sessionOffsetMs"":2318,""mediaOffsetMs"":2},{""eventType"":""stopped"",""sessionOffsetMs"":6638,""mediaOffsetMs"":4190}]"
SAMARTH,Season 1 Trailer 3: The Witcher,Netflix Opera Other,2022-01-21 17:04:09,CA,"[{""eventType"":""start"",""sessionOffsetMs"":9,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":838,""mediaOffsetMs"":1}]"
SAMARTH,Season 1 Trailer 3: The Witcher,Netflix Opera Other,2022-01-21 17:04:03,CA,"[{""eventType"":""start"",""sessionOffsetMs"":15,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":2862,""mediaOffsetMs"":1}]"
